confidence_score,variance_score,valuation_gap_score,undervaluation_score,wacc_sensitivity_score,data_quality_score
0.6741623089057689,0.6615388599862353,0.6172399500622194,0.4968571428571429,0.7801527824773266,0.8501780070986753
