ticker,sector,dcf_value,multiples_value,blended_value,p10,p50,p90,probability_undervalued,confidence_score,upside_to_p50_pct,upside_to_p90_pct,downside_to_p10_pct,triangulation_weights,dynamic_wacc_base
HDFCBANK.NS,Financials,14897369598457.045,11190992943016.5,13176349854012.64,10929412604615.441,14878059864244.48,19401392514658.574,0.4978,0.6741623089057689,-0.12961841407602703,30.23367908297061,-26.635285965198673,"{'dcf': 0.3630989559000687, 'mc_p50': 0.17346455350484322, 'multiples': 0.4634364905950881}",0.1358215201635753
