ticker,enterprise_value,wacc,terminal_growth_rate,pv_forecast,terminal_value,pv_terminal_value,stored_enterprise_value,reconciliation_error_pct
HDFCBANK.NS,14897369598457.045,0.1358215201635753,0.04,4929251158278.377,18795863234279.207,9968118440178.668,20191294588966.17,0.2621884875773181
