year,wacc,base_wacc
2025,0.1358215201635753,0.1358215201635753
2026,0.13553358353351935,0.1358215201635753
2027,0.1352456469034634,0.1358215201635753
2028,0.13495771027340747,0.1358215201635753
2029,0.13466977364335156,0.1358215201635753
