Price,Close,High,Low,Open,Volume
Ticker,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS
Date,,,,,
2000-01-03,6.877011299133301,6.877011299133301,6.715199422881436,6.715199422881436,665180
2000-01-04,7.030733585357666,7.421105237272964,6.917465638492307,7.362448952609126,3374200
2000-01-05,6.753628730773926,7.0347769783117275,6.674745498337254,6.877010513438383,3196400
2000-01-06,6.80824089050293,6.877011031682954,6.686882180928704,6.796104710913564,1700520
2000-01-07,6.810264587402344,6.917465599977355,6.559456330814051,6.559456330814051,1702880
2000-01-10,6.711155414581299,7.2613166789602515,6.674747638463278,6.994326835148124,2008680
2000-01-11,6.610021591186523,6.792060436431521,6.3511222002302645,6.735425700366468,2915680
2000-01-12,6.69295072555542,6.7940832534292825,6.565523524391966,6.624180575737995,1719040
2000-01-13,6.678792476654053,6.872966752065465,6.674747082802151,6.872966752065465,965520
2000-01-14,6.69295072555542,6.7961055644915795,6.634293674209391,6.7961055644915795,1163040
2000-01-17,7.228952407836914,7.228952407836914,6.959939551443485,7.038822788557394,2748080
2000-01-18,6.703062534332275,7.2289520410412065,6.656541673050683,7.2289520410412065,5113040
2000-01-19,7.241086959838867,7.241086959838867,6.957916418322565,6.957916418322565,6996360
2000-01-20,7.224907875061035,7.475716106439673,7.119729955857757,7.475716106439673,5381960
2000-01-21,7.611234664916992,7.766978858639556,6.961963215351501,7.119730491822927,9446580
2000-01-24,8.112852096557617,8.220052336955568,7.807431408192874,8.042058858975189,8987320
2000-01-25,8.762123107910156,8.762123107910156,8.050149941518136,8.050149941518136,5805820
2000-01-26,8.762123107910156,8.762123107910156,8.762123107910156,8.762123107910156,0
2000-01-27,9.2920560836792,9.46398183846936,8.95022842825583,9.06147405101421,11271640
2000-01-28,9.21924114227295,9.425550809648417,9.06147388214241,9.304192091006387,9583300
2000-01-31,9.617703437805176,9.95750879994721,9.30823814326081,9.30823814326081,12747600
2000-02-01,9.747153282165527,9.870535096250407,9.506458130668465,9.546911298306458,7815580
2000-02-02,9.87053394317627,10.527895332865814,9.668268900194871,10.52587302193116,6876640
2000-02-03,9.140358924865723,10.113254262706956,9.081702636542873,9.870536006085976,5693740
2000-02-04,9.261714935302734,9.38509671408582,8.79852788011304,9.302168091366337,5314080
2000-02-07,9.979755401611328,10.004026986227482,9.304190252420232,9.50645525790763,7780700
2000-02-08,10.143593788146973,10.266974835383742,9.712768963702434,10.113253718359882,6104160
2000-02-09,10.214385986328125,10.558236758005668,9.95548694486739,10.315518520846226,6344660
2000-02-10,10.18404483795166,10.59868880279249,10.042459921896661,10.11325237992416,4201720
2000-02-11,9.389142036437988,10.477328080756175,9.370938925008751,10.31956160906411,5296460
2000-02-14,9.443754196166992,9.50645663471793,8.905729234512108,9.50645663471793,5050880
2000-02-15,9.207104682922363,9.506456848542191,9.105972163257022,9.466003686360075,3881740
2000-02-16,9.945368766784668,9.945368766784668,9.304189145994993,9.906938698080761,1412000
2000-02-17,10.129434585571289,10.424741388295667,10.038415154161727,10.424741388295667,4683200
2000-02-18,9.8139009475708,10.234611877312954,9.668269855331602,10.153706315075608,2375540
2000-02-21,9.552978515625,10.032346482971741,9.5105030389849,9.84019529676749,2209440
2000-02-22,8.80055046081543,9.708720717419121,8.790437364384077,9.548931170432446,3496120
2000-02-23,8.877413749694824,9.502412843397536,8.798530496284386,9.142381267696559,2690160
2000-02-24,9.182835578918457,9.30419432672192,8.71762524531828,8.980570484859285,1757840
2000-02-25,9.182835578918457,9.466006247653237,8.980570484859285,9.302172015276573,2530640
2000-02-28,9.205082893371582,9.30419311605959,8.89966298057874,9.298125410932977,1714420
2000-02-29,8.77021312713623,9.66826971598078,8.474906324645271,9.223286429559078,5173760
2000-03-01,9.472075462341309,9.472075462341309,8.818758478693399,8.818758478693399,641880
2000-03-02,10.23056697845459,10.23056697845459,10.113252874749119,10.113252874749119,798720
2000-03-03,11.049737930297852,11.049737930297852,11.049737930297852,11.049737930297852,1285880
2000-03-06,10.762523651123047,11.933638533016955,10.315518053963808,11.931616221913327,4072820
2000-03-07,10.444968223571777,10.837362958150374,10.315518700585857,10.72004884570687,3248240
2000-03-08,11.005240440368652,11.282343320183442,10.598688062584324,10.7200467740358,4009540
2000-03-09,10.90613079071045,11.326842452148611,10.153705352492059,10.928380068979957,2679580
2000-03-10,10.281133651733398,10.639142138747998,10.034370024869558,10.568349674441155,2936660
2000-03-13,10.92029094696045,11.10435212100174,10.113253016730193,10.113253016730193,4159640
2000-03-14,10.73622989654541,11.326843509164902,10.355971362695337,11.144804644135618,3564040
2000-03-15,10.51171588897705,10.92231373238134,9.991894723069747,10.92231373238134,1655720
2000-03-16,10.394400596618652,10.598688725283912,10.317539663050937,10.598688725283912,2649280
2000-03-17,10.394400596618652,10.394400596618652,10.394400596618652,10.394400596618652,0
2000-03-20,10.394400596618652,10.394400596618652,10.394400596618652,10.394400596618652,0
2000-03-21,10.347879409790039,10.517782074158877,9.979757098920869,10.517782074158877,3202220
2000-03-22,10.564303398132324,10.72004757817847,10.277087399414963,10.507669431417336,1522600
2000-03-23,11.343024253845215,11.4097713184145,10.446990030138672,10.446990030138672,5076880
2000-03-24,11.059855461120605,11.235825877804455,10.699823838770174,11.12862562431362,2343080
2000-03-27,10.99108600616455,11.245939702901886,10.77061700744933,11.124580946661279,1222620
2000-03-28,11.128620147705078,11.266160406404895,10.843426534843934,10.861630415306548,1967280
2000-03-29,10.73622989654541,11.64844498966332,10.641165070187895,11.165031613349973,1969600
2000-03-30,10.620935440063477,10.760498792147164,10.153703756179238,10.376194960735562,1907360
2000-03-31,10.404515266418457,10.517783987125544,10.194160173076773,10.234612571147842,1487200
2000-04-03,9.99796199798584,11.043671989967354,9.71479060477438,10.515760830414232,3371760
